Base_Fare,Days_to_Journey,Seats_Booked_Percentage,Is_Premium,Target_Fare
1874,60,45,1,2436.2000000000003
2642,102,72,0,2642.0
1579,61,34,1,1894.8
1464,31,95,0,1464.0
2470,10,57,1,3458.0
759,114,48,1,986.7
2441,76,56,1,3417.3999999999996
1541,36,30,0,1541.0
2035,118,39,1,2442.0
1803,85,40,1,2343.9
2343,49,35,0,2343.0
1078,111,31,0,1078.0
2887,70,30,0,2887.0
406,112,10,0,406.0
2868,49,46,1,3728.4
1991,3,86,0,1991.0
1232,74,94,0,1232.0
2210,5,55,0,2210.0
1313,110,18,0,1313.0
2411,90,26,0,2411.0
1842,61,56,0,1842.0
1850,85,94,0,1850.0
1902,109,68,1,2853.0
525,90,63,1,787.5
2842,102,95,1,4263.0
1216,108,21,1,1337.6000000000001
2229,26,73,1,3343.5
975,72,15,0,975.0
2772,5,62,0,2772.0
1815,15,25,0,1815.0
1329,16,99,0,1329.0
1863,1,14,1,1863.0
1232,16,82,1,1848.0
1454,37,55,0,1454.0
2048,3,23,0,2048.0
2300,52,53,1,3220.0
1857,47,72,1,2785.5
1799,95,61,1,2698.5
842,13,35,0,842.0
2522,80,62,0,2522.0
956,55,38,1,1147.2
1578,107,28,1,1735.8000000000002
2437,21,56,0,2437.0
762,66,17,0,762.0
2895,54,32,0,2895.0
1657,27,44,0,1657.0
2241,38,62,1,3361.5
2709,90,67,1,4063.5
2250,58,14,1,2250.0
2572,62,25,0,2572.0
1310,102,26,0,1310.0
644,46,41,0,644.0
941,89,61,1,1411.5
2932,11,29,1,3225.2000000000003
2569,72,75,1,3853.5
2572,8,93,0,2572.0
1972,97,91,0,1972.0
2617,117,10,1,2617.0
523,71,67,0,523.0
2131,64,92,1,3196.5
1185,102,53,1,1659.0
2443,21,15,1,2443.0
2648,72,59,1,3707.2
2816,115,81,0,2816.0
1196,118,97,0,1196.0
476,63,29,0,476.0
458,85,23,0,458.0
2878,64,14,0,2878.0
1923,20,50,0,1923.0
2336,8,49,1,3036.8
2556,58,43,0,2556.0
1701,46,89,0,1701.0
467,31,54,0,467.0
2752,114,80,1,4128.0
2332,93,89,0,2332.0
764,112,80,1,1146.0
1220,9,36,0,1220.0
1802,15,87,0,1802.0
2790,94,87,0,2790.0
1346,26,53,1,1884.3999999999999
1977,10,42,1,2570.1
1777,29,42,0,1777.0
1839,118,53,0,1839.0
1161,80,29,0,1161.0
740,36,45,1,962.0
782,84,16,1,782.0
1403,109,41,0,1403.0
1956,118,76,1,2934.0
699,37,48,1,908.7
538,86,33,1,645.6
758,71,95,1,1137.0
1235,23,79,0,1235.0
1922,41,97,0,1922.0
2027,104,96,1,3040.5
2382,93,63,1,3573.0
1703,80,47,1,2213.9
2930,102,83,0,2930.0
1308,28,89,0,1308.0
1534,48,84,1,2301.0
2586,38,41,1,3361.8
1395,31,54,1,1952.9999999999998
2882,14,70,1,4323.0
2956,117,79,0,2956.0
2720,97,97,0,2720.0
2551,73,62,0,2551.0
1637,91,60,0,1637.0
2184,88,85,0,2184.0
564,77,65,0,564.0
1398,90,36,1,1677.6
2967,29,47,1,3857.1
1707,51,71,0,1707.0
2964,49,27,0,2964.0
1056,43,73,0,1056.0
2611,92,86,1,3916.5
2309,92,39,1,2770.7999999999997
2446,72,58,1,3424.3999999999996
2511,87,50,1,3515.3999999999996
1540,93,22,0,1540.0
2289,5,43,1,2975.7000000000003
666,42,34,0,666.0
2245,7,75,1,3367.5
2108,42,27,1,2318.8
2693,36,14,1,2693.0
2842,105,28,1,3126.2000000000003
1910,27,51,0,1910.0
875,58,27,0,875.0
1376,46,41,0,1376.0
1607,66,30,0,1607.0
1443,25,19,0,1443.0
2360,73,46,0,2360.0
957,117,58,0,957.0
1417,27,95,1,2125.5
2005,1,22,0,2305.0
1282,87,64,1,1923.0
2594,74,26,0,2594.0
1065,42,18,1,1065.0
2171,52,97,0,2171.0
1263,25,53,1,1768.1999999999998
981,54,87,0,981.0
1094,67,55,0,1094.0
1651,6,17,0,1651.0
2010,58,46,0,2010.0
1639,70,28,1,1802.9
2854,53,72,0,2854.0
798,66,55,0,798.0
2346,58,80,1,3519.0
1114,82,35,0,1114.0
1103,87,55,1,1544.1999999999998
2946,2,55,1,4124.4
2114,76,84,0,2114.0
2372,22,23,0,2372.0
481,37,94,1,721.5
1003,20,72,0,1003.0
2370,103,81,1,3555.0
2110,24,12,0,2110.0
2446,112,37,0,2446.0
1302,84,38,1,1562.3999999999999
764,65,96,0,764.0
562,65,27,0,562.0
2958,81,44,0,2958.0
2263,1,86,1,3394.5
515,117,85,0,515.0
2784,116,56,1,3897.6
1280,109,14,0,1280.0
1239,94,84,1,1858.5
2594,105,68,0,2594.0
1746,111,84,0,1746.0
2890,3,68,1,4335.0
1436,46,56,0,1436.0
1342,55,22,1,1476.2
2124,75,87,0,2124.0
2734,88,98,1,4101.0
1537,86,42,0,1537.0
2927,64,71,1,4390.5
421,108,88,0,421.0
2149,45,25,1,2363.9
1082,26,53,1,1514.8
2233,77,67,0,2233.0
2767,65,15,1,2767.0
525,24,98,1,787.5
676,74,24,0,676.0
2399,35,13,0,2399.0
1627,24,65,0,1627.0
2641,28,73,0,2641.0
1095,100,77,0,1095.0
1709,80,43,0,1709.0
456,104,65,1,684.0
418,16,41,1,543.4
2711,59,18,1,2711.0
512,81,72,0,512.0
941,115,81,0,941.0
978,54,87,1,1467.0
1488,79,42,1,1934.4
424,16,96,0,424.0
1972,15,30,1,2366.4
2448,98,64,0,2448.0
1972,11,85,0,1972.0
540,65,66,1,810.0
2167,79,11,0,2167.0
1047,90,22,0,1047.0
2635,115,13,0,2635.0
600,68,93,0,600.0
656,43,59,1,918.4
946,69,57,0,946.0
2641,99,87,0,2641.0
1201,13,39,1,1441.2
1341,10,38,0,1341.0
813,75,17,0,813.0
2414,82,21,1,2655.4
1781,98,50,1,2493.3999999999996
1498,103,35,0,1498.0
1309,41,59,0,1309.0
587,106,11,1,587.0
2415,50,64,0,2415.0
1713,87,65,0,1713.0
2492,71,23,0,2492.0
2530,59,15,1,2530.0
1546,39,90,0,1546.0
757,3,98,1,1135.5
1951,76,70,1,2926.5
1489,7,21,1,1637.9
2080,49,22,1,2288.0
2822,26,28,0,2822.0
561,33,53,1,785.4
2769,101,98,0,2769.0
849,48,68,1,1273.5
1897,79,46,1,2466.1
1436,2,34,0,1736.0
2631,105,25,1,2894.1000000000004
2558,71,47,1,3325.4
2350,32,52,0,2350.0
2955,4,96,1,4432.5
1713,20,23,1,1884.3000000000002
2742,114,15,1,2742.0
1638,117,98,0,1638.0
1373,36,32,1,1647.6
1031,32,69,0,1031.0
1990,28,21,0,1990.0
1450,77,22,0,1450.0
1988,1,15,1,1988.0
2768,60,72,1,4152.0
2093,56,47,1,2720.9
836,35,59,1,1170.3999999999999
1956,112,61,0,1956.0
1476,30,49,0,1476.0
1704,54,17,1,1704.0
2478,36,70,1,3717.0
2784,55,17,0,2784.0
582,89,43,1,756.6
2991,80,88,1,4486.5
1869,58,69,1,2803.5
1879,83,66,1,2818.5
1989,65,55,1,2784.6
1987,69,31,1,2384.4
1059,51,96,0,1059.0
559,22,49,0,559.0
2859,88,54,0,2859.0
1411,107,64,0,1411.0
452,109,60,1,678.0
2855,116,95,1,4282.5
1445,101,14,0,1445.0
1453,53,22,0,1453.0
2707,100,37,0,2707.0
1628,36,93,0,1628.0
1894,68,89,0,1894.0
1889,36,71,1,2833.5
1435,52,96,1,2152.5
2350,53,33,0,2350.0
1249,82,16,0,1249.0
753,50,47,1,978.9
1498,80,46,1,1947.4
2139,41,77,1,3208.5
1864,18,51,0,1864.0
1390,22,95,1,2085.0
1664,66,14,0,1664.0
2284,21,73,0,2284.0
2209,100,59,1,3092.6
2741,44,96,1,4111.5
2656,103,24,1,2921.6000000000004
1511,47,82,0,1511.0
1217,39,62,1,1825.5
2199,29,34,1,2638.7999999999997
2360,54,98,0,2360.0
2837,90,94,1,4255.5
2772,85,18,1,2772.0
1288,17,47,0,1288.0
2255,80,31,0,2255.0
1580,60,96,0,1580.0
1067,31,58,0,1067.0
1032,115,77,0,1032.0
2042,73,24,1,2246.2000000000003
536,95,74,1,804.0
2346,78,63,0,2346.0
2097,49,39,1,2516.4
827,101,29,1,909.7
1875,2,42,0,2175.0
1218,116,95,0,1218.0
2588,48,86,0,2588.0
1506,110,16,1,1506.0
2624,14,17,0,2624.0
597,59,37,1,716.4
2395,97,54,1,3353.0
2848,99,82,1,4272.0
870,58,98,1,1305.0
2665,103,89,0,2665.0
2348,58,83,1,3522.0
1328,111,20,0,1328.0
2410,51,40,1,3133.0
1305,84,21,0,1305.0
2622,2,87,0,3408.6
422,115,60,0,422.0
634,41,53,1,887.5999999999999
1524,83,59,1,2133.6
1328,101,26,1,1460.8000000000002
922,82,44,0,922.0
2208,16,10,1,2208.0
830,4,38,1,996.0
1192,12,60,1,1788.0
2029,29,73,0,2029.0
2136,7,13,1,2136.0
932,14,96,1,1398.0
2146,119,37,0,2146.0
2075,12,25,0,2075.0
1716,99,72,0,1716.0
1312,5,85,0,1312.0
1524,81,62,0,1524.0
1925,106,94,0,1925.0
1727,32,26,1,1899.7
2987,74,49,1,3883.1
1423,43,22,0,1423.0
1976,81,61,1,2964.0
1778,69,67,0,1778.0
1919,45,46,1,2494.7000000000003
2081,106,88,0,2081.0
2397,9,85,0,2397.0
626,49,70,1,939.0
1659,33,88,1,2488.5
1272,100,43,1,1653.6000000000001
1291,100,79,1,1936.5
1878,18,26,1,2065.8
1436,9,29,1,1579.6000000000001
2657,62,82,1,3985.5
796,57,68,1,1194.0
1523,29,78,0,1523.0
2478,114,96,1,3717.0
1048,78,42,1,1362.4
728,25,87,0,728.0
1882,15,26,0,1882.0
1351,6,66,0,1351.0
2405,42,92,0,2405.0
2416,29,10,1,2416.0
2278,79,22,1,2505.8
1596,93,36,0,1596.0
2172,4,79,0,2172.0
561,82,68,1,841.5
2151,114,15,1,2151.0
1175,57,32,1,1410.0
2227,49,19,1,2227.0
2721,44,60,0,2721.0
1451,103,28,1,1596.1000000000001
2773,80,60,0,2773.0
1339,75,96,0,1339.0
939,14,77,0,939.0
2935,3,93,1,4402.5
1221,115,92,0,1221.0
1861,114,51,1,2605.3999999999996
1488,62,66,0,1488.0
755,106,77,1,1132.5
634,64,47,0,634.0
2674,102,71,0,2674.0
1948,45,16,1,1948.0
2496,106,80,1,3744.0
517,82,59,0,517.0
2501,58,61,0,2501.0
2073,20,35,1,2487.6
1467,58,35,0,1467.0
2500,112,28,1,2750.0
957,89,18,1,957.0
2215,57,70,0,2215.0
2405,102,29,1,2645.5
797,77,59,0,797.0
1074,68,89,1,1611.0
786,119,90,1,1179.0
2558,78,31,0,2558.0
2464,97,22,1,2710.4
1283,92,21,0,1283.0
940,52,19,1,940.0
570,37,74,1,855.0
2856,8,39,1,3427.2
1139,44,17,1,1139.0
1801,98,30,0,1801.0
2677,108,31,1,3212.4
518,5,27,1,569.8000000000001
2912,118,75,1,4368.0
2551,69,57,0,2551.0
2395,31,53,0,2395.0
2105,45,18,0,2105.0
2122,9,76,0,2122.0
2622,106,63,1,3933.0
2097,32,35,1,2516.4
1844,33,94,1,2766.0
2159,67,35,0,2159.0
1924,30,43,0,1924.0
1064,114,17,1,1064.0
432,76,19,1,432.0
2502,29,57,1,3502.7999999999997
2966,3,64,0,2966.0
2459,90,63,1,3688.5
1951,57,87,1,2926.5
1119,30,49,0,1119.0
2820,9,24,0,2820.0
883,26,90,1,1324.5
1372,2,27,0,1672.0
706,62,32,1,847.1999999999999
856,3,71,1,1284.0
2607,46,55,1,3649.7999999999997
730,68,96,1,1095.0
624,25,48,0,624.0
1879,51,24,0,1879.0
1482,13,62,0,1482.0
1043,103,97,1,1564.5
1015,44,73,1,1522.5
594,35,72,1,891.0
888,55,89,0,888.0
2604,87,25,0,2604.0
1649,9,79,1,2473.5
2859,2,75,0,3159.0
1502,61,22,0,1502.0
1547,118,56,0,1547.0
2918,41,18,0,2918.0
1641,44,72,1,2461.5
915,64,43,0,915.0
2025,31,90,1,3037.5
1527,108,38,0,1527.0
792,47,46,1,1029.6000000000001
1030,2,52,1,1442.0
2247,96,95,0,2247.0
1379,82,73,1,2068.5
833,77,33,1,999.5999999999999
2987,110,80,0,2987.0
677,69,43,1,880.1
632,58,57,0,632.0
1952,106,21,1,2147.2000000000003
1994,44,32,0,1994.0
1513,74,88,0,1513.0
2809,56,22,0,2809.0
425,43,96,0,425.0
1817,89,54,0,1817.0
2954,34,74,1,4431.0
2714,101,56,1,3799.6
860,30,67,0,860.0
2903,71,14,1,2903.0
1491,70,86,1,2236.5
1406,118,14,1,1406.0
2394,55,69,0,2394.0
890,67,30,0,890.0
1472,13,33,1,1766.3999999999999
615,3,27,0,615.0
2123,26,30,0,2123.0
1992,57,63,1,2988.0
558,24,19,0,558.0
2936,53,33,0,2936.0
1085,70,94,0,1085.0
2176,43,98,0,2176.0
2452,60,69,0,2452.0
2243,58,66,1,3364.5
2808,49,32,0,2808.0
2906,42,31,0,2906.0
2695,76,77,1,4042.5
1989,113,43,1,2585.7000000000003
2096,100,79,0,2096.0
2869,66,37,1,3442.7999999999997
2346,11,48,0,2346.0
2462,103,51,1,3446.7999999999997
1545,98,32,0,1545.0
2724,90,79,1,4086.0
1981,18,89,0,1981.0
2900,85,11,1,2900.0
2893,100,33,0,2893.0
2657,104,26,0,2657.0
2749,52,74,0,2749.0
2332,46,79,1,3498.0
2157,44,78,1,3235.5
2450,22,69,0,2450.0
1389,53,59,0,1389.0
1941,59,21,0,1941.0
1516,94,56,0,1516.0
2967,114,76,1,4450.5
892,107,74,1,1338.0
1019,30,36,1,1222.8
2778,8,57,0,2778.0
2780,98,97,0,2780.0
2497,57,71,1,3745.5
1946,111,53,1,2724.3999999999996
1262,73,28,1,1388.2
2091,115,68,1,3136.5
2005,20,17,0,2005.0
2719,104,64,0,2719.0
979,25,56,0,979.0
2290,19,11,1,2290.0
1675,5,48,0,1675.0
2255,75,54,1,3157.0
2893,79,41,1,3760.9
1755,72,74,1,2632.5
1562,83,47,1,2030.6000000000001
756,87,86,1,1134.0
2024,27,20,0,2024.0
2721,40,19,0,2721.0
2406,96,68,0,2406.0
2758,26,99,1,4137.0
1269,27,64,0,1269.0
1285,62,29,1,1413.5000000000002
2401,83,90,0,2401.0
2601,50,26,1,2861.1000000000004
1813,42,77,1,2719.5
1683,29,14,0,1683.0
1019,39,69,1,1528.5
1282,60,32,0,1282.0
1196,41,55,0,1196.0
2572,33,61,0,2572.0
1696,83,19,1,1696.0
1018,101,55,1,1425.1999999999998
2234,83,37,1,2680.7999999999997
644,97,52,1,901.5999999999999
2897,111,35,0,2897.0
1329,16,64,1,1993.5
1670,23,57,0,1670.0
919,7,38,0,919.0
2809,26,36,1,3370.7999999999997
407,96,27,1,447.70000000000005
2925,12,69,0,2925.0
2419,72,83,1,3628.5
894,5,78,0,894.0
2029,106,83,1,3043.5
1462,92,30,1,1754.3999999999999
586,117,33,0,586.0
2277,69,12,0,2277.0
2540,49,71,0,2540.0
485,26,11,1,485.0
536,5,75,1,804.0
2868,22,51,1,4015.2
2521,79,43,0,2521.0
2036,13,51,0,2036.0
2618,28,29,1,2879.8
2151,33,77,0,2151.0
2617,107,54,1,3663.7999999999997
2187,23,84,0,2187.0
1271,97,51,1,1779.3999999999999
2769,107,56,1,3876.6
2903,18,14,1,2903.0
1343,114,98,0,1343.0
2026,117,58,0,2026.0
748,30,46,1,972.4
2076,26,43,1,2698.8
1596,16,82,1,2394.0
409,77,79,1,613.5
1861,39,27,1,2047.1000000000001
1066,33,87,1,1599.0
2993,26,28,0,2993.0
1922,48,87,0,1922.0
2576,65,49,0,2576.0
1000,113,26,0,1000.0
726,38,69,1,1089.0
1379,2,51,1,1930.6
2851,113,90,1,4276.5
1028,6,81,0,1028.0
2029,46,74,0,2029.0
673,50,62,1,1009.5
1084,38,16,0,1084.0
515,106,14,0,515.0
1260,88,33,1,1512.0
2403,18,37,1,2883.6
1092,27,71,1,1638.0
1505,41,26,0,1505.0
2771,72,29,1,3048.1000000000004
2561,92,12,1,2561.0
2192,74,46,1,2849.6
553,17,99,0,553.0
2300,119,24,0,2300.0
1827,62,60,1,2740.5
1689,29,57,1,2364.6
714,58,17,0,714.0
1464,70,22,0,1464.0
504,78,57,1,705.5999999999999
2324,22,12,0,2324.0
2313,118,74,1,3469.5
1616,6,82,1,2424.0
1824,26,40,0,1824.0
2801,39,35,1,3361.2
2172,12,90,1,3258.0
2360,99,65,0,2360.0
2003,14,43,1,2603.9
1108,22,18,0,1108.0
1050,51,71,1,1575.0
1346,23,22,1,1480.6000000000001
1060,48,78,0,1060.0
2546,71,50,0,2546.0
2729,104,86,0,2729.0
2850,50,10,0,2850.0
1532,89,98,0,1532.0
1099,13,56,0,1099.0
2646,85,13,1,2646.0
2438,105,72,0,2438.0
2774,10,61,1,4161.0
2601,117,19,0,2601.0
951,55,37,1,1141.2
804,9,15,1,804.0
861,79,36,0,861.0
2579,52,21,1,2836.9
1273,2,71,1,1909.5
483,25,61,1,724.5
1822,13,57,0,1822.0
620,98,76,0,620.0
1791,51,55,1,2507.3999999999996
511,58,83,0,511.0
1014,34,24,0,1014.0
1981,35,80,1,2971.5
874,102,45,1,1136.2
2313,3,23,0,2313.0
670,106,87,0,670.0
2868,59,12,0,2868.0
2320,70,76,1,3480.0
1790,119,95,0,1790.0
439,48,28,0,439.0
2382,64,85,0,2382.0
2636,113,63,1,3954.0
1393,19,78,1,2089.5
2412,67,19,1,2412.0
2983,82,42,0,2983.0
689,103,22,0,689.0
2880,73,60,1,4320.0
2918,116,41,0,2918.0
678,76,84,0,678.0
980,5,33,0,980.0
1262,67,44,1,1640.6000000000001
653,11,92,0,653.0
580,94,79,0,580.0
1080,68,49,1,1404.0
1224,69,63,0,1224.0
1099,1,53,1,1538.6
1749,91,71,0,1749.0
1780,92,77,1,2670.0
2073,63,42,1,2694.9
2838,29,86,0,2838.0
2038,82,65,0,2038.0
2357,12,45,1,3064.1
611,77,63,0,611.0
1938,41,28,1,2131.8
783,2,52,0,1083.0
2114,37,21,0,2114.0
741,45,20,0,741.0
2238,80,79,0,2238.0
2387,48,21,1,2625.7000000000003
1243,24,50,1,1740.1999999999998
1934,99,34,0,1934.0
819,22,12,0,819.0
2388,100,12,0,2388.0
2332,11,93,0,2332.0
2249,119,37,0,2249.0
705,58,32,1,846.0
1268,46,57,1,1775.1999999999998
2984,29,76,0,2984.0
1535,35,51,1,2149.0
1834,112,97,1,2751.0
605,118,49,0,605.0
895,15,15,1,895.0
2309,60,29,1,2539.9
2951,95,20,1,3246.1000000000004
1445,42,36,1,1734.0
612,105,30,0,612.0
709,43,22,1,779.9000000000001
2391,80,95,1,3586.5
671,74,44,1,872.3000000000001
2222,49,56,0,2222.0
2479,64,95,1,3718.5
842,32,37,1,1010.4
2609,64,30,1,3130.7999999999997
653,115,27,0,653.0
920,2,40,0,1220.0
1376,24,69,0,1376.0
409,87,46,0,409.0
2952,66,30,0,2952.0
1983,38,23,1,2181.3
2883,31,98,0,2883.0
1534,115,69,1,2301.0
552,104,32,0,552.0
2058,26,38,0,2058.0
2256,29,56,0,2256.0
1614,67,39,1,1936.8
2152,78,99,1,3228.0
1504,25,93,1,2256.0
2936,48,47,0,2936.0
1294,65,92,0,1294.0
1511,53,36,0,1511.0
503,67,98,0,503.0
2314,118,96,0,2314.0
1406,90,24,0,1406.0
806,18,68,1,1209.0
1801,9,12,1,1801.0
566,38,19,0,566.0
908,87,88,1,1362.0
2061,21,89,1,3091.5
2760,65,26,1,3036.0000000000005
1162,21,92,0,1162.0
1080,27,20,0,1080.0
2924,106,57,0,2924.0
2520,70,14,0,2520.0
1564,119,78,1,2346.0
981,44,73,0,981.0
661,100,23,0,661.0
1763,28,59,0,1763.0
1731,45,35,1,2077.2
2692,17,81,1,4038.0
1938,40,78,1,2907.0
960,116,16,1,960.0
1499,3,25,1,1648.9
2303,76,64,0,2303.0
574,103,87,1,861.0
2556,76,65,1,3834.0
2630,66,13,0,2630.0
591,46,57,0,591.0
464,86,26,0,464.0
1897,87,45,1,2466.1
1967,30,79,0,1967.0
1551,69,89,1,2326.5
2337,9,47,0,2337.0
768,85,71,1,1152.0
1250,11,57,1,1750.0
442,69,19,1,442.0
2307,99,45,1,2999.1
2935,91,38,0,2935.0
477,113,87,0,477.0
2224,66,13,1,2224.0
1693,88,53,0,1693.0
1073,31,65,1,1609.5
1100,33,51,0,1100.0
1158,39,22,0,1158.0
2323,94,55,1,3252.2
1301,46,91,1,1951.5
1392,37,42,0,1392.0
1591,115,30,1,1909.1999999999998
2786,92,89,0,2786.0
2640,60,88,0,2640.0
1876,31,66,0,1876.0
2730,11,78,1,4095.0
789,87,79,1,1183.5
1399,2,76,0,1699.0
924,104,57,1,1293.6
2255,105,85,1,3382.5
1906,27,42,0,1906.0
1058,99,45,1,1375.4
1290,2,42,1,1677.0
1881,103,40,0,1881.0
851,101,30,1,1021.1999999999999
2875,21,36,0,2875.0
1937,58,81,1,2905.5
1282,5,71,1,1923.0
712,52,35,0,712.0
1239,45,75,0,1239.0
2966,85,21,1,3262.6000000000004
774,93,31,0,774.0
850,20,26,0,850.0
994,61,16,1,994.0
1633,38,77,0,1633.0
899,20,46,1,1168.7
863,114,47,1,1121.9
512,25,20,0,512.0
1435,2,10,1,1435.0
2778,32,34,0,2778.0
2324,26,51,1,3253.6
539,70,61,0,539.0
1824,41,33,0,1824.0
916,67,62,1,1374.0
2347,97,65,0,2347.0
2565,1,72,0,2865.0
1287,51,90,0,1287.0
1741,5,17,1,1741.0
449,13,68,1,673.5
418,19,54,0,418.0
1125,12,36,0,1125.0
2644,48,61,1,3966.0
1873,25,27,1,2060.3
851,57,95,1,1276.5
2736,115,25,0,2736.0
1564,35,75,1,2346.0
1507,76,14,0,1507.0
2838,94,91,1,4257.0
614,5,12,0,614.0
1949,98,90,1,2923.5
2662,22,89,0,2662.0
527,103,79,1,790.5
2245,77,16,1,2245.0
1159,57,59,0,1159.0
2851,47,23,1,3136.1000000000004
2215,54,47,1,2879.5
2785,3,88,1,4177.5
760,53,56,1,1064.0
968,84,42,0,968.0
1815,31,52,0,1815.0
2665,69,38,1,3198.0
1997,88,66,0,1997.0
2092,104,14,0,2092.0
601,118,69,0,601.0
2464,33,79,0,2464.0
2769,72,11,0,2769.0
917,88,79,1,1375.5
1748,50,52,0,1748.0
1835,84,13,1,1835.0
1741,16,65,0,1741.0
1080,114,68,1,1620.0
2388,116,98,1,3582.0
1891,76,18,1,1891.0
824,77,12,0,824.0
2368,109,99,0,2368.0
2112,106,57,1,2956.7999999999997
2834,39,52,1,3967.6
1177,89,10,0,1177.0
2545,46,66,0,2545.0
2226,96,62,1,3339.0
607,88,25,0,607.0
1937,112,60,0,1937.0
2059,47,84,0,2059.0
2613,44,99,0,2613.0
421,9,64,0,421.0
553,104,10,0,553.0
2362,114,99,1,3543.0
618,87,37,1,741.6
1068,50,62,1,1602.0
1918,77,67,1,2877.0
2677,60,82,1,4015.5
2467,96,69,1,3700.5
1349,114,68,0,1349.0
2595,15,31,0,2595.0
802,36,17,1,802.0
995,113,58,1,1393.0
2814,63,51,1,3939.6
1837,69,36,0,1837.0
1557,86,48,0,1557.0
2142,80,92,0,2142.0
1706,41,34,0,1706.0
472,74,47,1,613.6
880,24,94,1,1320.0
959,82,33,1,1150.8
1144,49,33,1,1372.8
1866,18,69,0,1866.0
499,7,92,0,499.0
1482,4,59,1,2074.7999999999997
2955,90,75,0,2955.0
2705,69,23,0,2705.0
812,60,62,0,812.0
1488,55,41,0,1488.0
1577,16,57,1,2207.7999999999997
2408,99,48,0,2408.0
2713,90,49,1,3526.9
1220,82,51,0,1220.0
1061,29,86,0,1061.0
959,23,85,1,1438.5
1671,117,17,1,1671.0
2213,14,88,0,2213.0
1009,79,35,0,1009.0
2861,49,21,1,3147.1000000000004
424,33,52,0,424.0
2428,25,60,0,2428.0
683,21,91,1,1024.5
1872,17,72,0,1872.0
700,23,58,0,700.0
1491,57,36,0,1491.0
1430,107,18,0,1430.0
1216,81,48,0,1216.0
482,58,74,1,723.0
2320,14,80,0,2320.0
2493,93,99,1,3739.5
1017,20,80,1,1525.5
2709,30,16,0,2709.0
575,19,81,1,862.5
1589,53,89,0,1589.0
1241,103,76,1,1861.5
769,56,19,1,769.0
2218,77,80,1,3327.0
2501,82,94,0,2501.0
1089,23,62,1,1633.5
2179,62,96,1,3268.5
1764,110,66,1,2646.0
1832,33,95,0,1832.0
766,103,36,0,766.0
1043,104,63,1,1564.5
2826,18,13,1,2826.0
472,73,97,1,708.0
1671,33,32,1,2005.1999999999998
1259,32,57,0,1259.0
442,61,92,0,442.0
2824,54,51,0,2824.0
1464,17,12,1,1464.0
2617,19,12,0,2617.0
2659,91,37,1,3190.7999999999997
1916,70,72,1,2874.0
2486,99,90,1,3729.0
768,101,40,0,768.0
550,34,19,1,550.0
1534,84,58,0,1534.0
1903,25,95,1,2854.5
1859,68,30,0,1859.0
1470,74,62,1,2205.0
1423,74,96,0,1423.0
1998,88,85,1,2997.0
2440,85,98,0,2440.0
1789,11,63,1,2683.5
468,91,66,1,702.0
2746,16,29,1,3020.6000000000004
1343,90,58,0,1343.0
1201,61,16,1,1201.0
2743,94,38,1,3291.6
2650,113,57,1,3709.9999999999995
460,80,22,0,460.0
1345,7,12,1,1345.0
1737,16,11,1,1737.0
1584,99,25,0,1584.0
730,16,15,1,730.0
1951,40,54,0,1951.0
737,12,80,1,1105.5
2029,35,14,0,2029.0
1727,113,65,0,1727.0
1926,21,80,0,1926.0
2073,50,41,1,2694.9
1761,43,58,1,2465.3999999999996
1973,100,22,0,1973.0
674,112,39,1,808.8
1587,17,34,1,1904.3999999999999
2766,32,94,0,2766.0
2951,41,69,0,2951.0
2834,6,68,0,2834.0
2393,88,94,0,2393.0
1269,27,37,1,1522.8
1414,20,67,1,2121.0
2311,25,29,1,2542.1000000000004
1002,66,43,1,1302.6000000000001
2199,9,14,1,2199.0
1090,92,91,1,1635.0
893,53,69,0,893.0
889,61,52,1,1244.6
2956,38,66,1,4434.0
789,3,66,1,1183.5
694,84,84,0,694.0
1792,70,63,0,1792.0
2117,103,90,1,3175.5
2996,97,54,0,2996.0
1048,55,95,0,1048.0
2273,1,46,1,2954.9
967,101,93,1,1450.5
844,70,57,1,1181.6
762,45,63,0,762.0
2570,98,57,0,2570.0
1611,47,15,1,1611.0
1141,79,43,0,1141.0
2441,109,72,0,2441.0
1079,26,87,0,1079.0
2867,14,57,1,4013.7999999999997
2042,54,32,1,2450.4
1972,71,93,1,2958.0
1758,46,22,1,1933.8000000000002
2539,31,56,1,3554.6
462,88,53,0,462.0
2959,59,41,0,2959.0
1562,95,35,0,1562.0
1628,29,62,0,1628.0
655,106,23,0,655.0
534,96,61,0,534.0
1274,17,45,1,1656.2
1221,14,17,1,1221.0
2535,104,49,0,2535.0
1222,36,95,1,1833.0
1373,58,31,0,1373.0
2177,112,25,0,2177.0
520,24,69,1,780.0
2037,109,69,1,3055.5
1764,63,19,0,1764.0
1407,118,34,1,1688.3999999999999
1324,91,40,0,1324.0
1044,25,30,0,1044.0
2432,59,90,0,2432.0
2468,32,42,0,2468.0
641,116,40,0,641.0
2902,82,99,1,4353.0
2750,110,30,0,2750.0
2019,18,45,1,2624.7000000000003
1202,37,74,0,1202.0
1363,26,13,1,1363.0
468,9,77,0,468.0
1552,99,99,1,2328.0
595,64,13,0,595.0
2587,72,18,0,2587.0
2730,20,39,1,3276.0
2759,54,54,1,3862.6
1145,106,13,1,1145.0
2088,86,78,1,3132.0
676,83,32,1,811.1999999999999
460,30,25,1,506.00000000000006
2313,53,31,0,2313.0
2499,92,81,0,2499.0
